"district","county","subcounty","parish","year","school_name","ownership","gender","grade","value","location_code","facility_id"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2023","Siiba Primary School","Government","Female","Division 1","0.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2023","Siiba Primary School","Government","Male","Division 2","5.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2023","Siiba Primary School","Government","Female","Division 2","3.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2023","Siiba Primary School","Government","Male","Division 3","3.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2023","Siiba Primary School","Government","Female","Division 3","2.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2023","Siiba Primary School","Government","Male","Division 4","1.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2023","Siiba Primary School","Government","Female","Division 4","1.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2023","Siiba Primary School","Government","Male","Division U","0.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2023","Siiba Primary School","Government","Female","Division U","2.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2023","Siiba Primary School","Government","Male","Division X","1.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2023","Siiba Primary School","Government","Female","Division X","0.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kasenene","2023","Kasenene Primary School","Government","Male","Division 1","0.0","D02S16P03","kasenene-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kasenene","2023","Kasenene Primary School","Government","Female","Division 1","0.0","D02S16P03","kasenene-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kasenene","2023","Kasenene Primary School","Government","Male","Division 2","17.0","D02S16P03","kasenene-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kasenene","2023","Kasenene Primary School","Government","Female","Division 2","5.0","D02S16P03","kasenene-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kasenene","2023","Kasenene Primary School","Government","Male","Division 3","9.0","D02S16P03","kasenene-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kasenene","2023","Kasenene Primary School","Government","Female","Division 3","12.0","D02S16P03","kasenene-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kasenene","2023","Kasenene Primary School","Government","Male","Division 4","4.0","D02S16P03","kasenene-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kasenene","2023","Kasenene Primary School","Government","Female","Division 4","6.0","D02S16P03","kasenene-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kasenene","2023","Kasenene Primary School","Government","Male","Division U","3.0","D02S16P03","kasenene-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kasenene","2023","Kasenene Primary School","Government","Female","Division U","4.0","D02S16P03","kasenene-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kasenene","2023","Kasenene Primary School","Government","Male","Division X","0.0","D02S16P03","kasenene-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kasenene","2023","Kasenene Primary School","Government","Female","Division X","0.0","D02S16P03","kasenene-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Nyakatoogo Primary School","Government","Male","Division 1","1.0","D02S05P03","nyakatoogo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Nyakatoogo Primary School","Government","Female","Division 1","0.0","D02S05P03","nyakatoogo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Nyakatoogo Primary School","Government","Male","Division 2","8.0","D02S05P03","nyakatoogo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Nyakatoogo Primary School","Government","Female","Division 2","15.0","D02S05P03","nyakatoogo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Nyakatoogo Primary School","Government","Male","Division 3","3.0","D02S05P03","nyakatoogo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Nyakatoogo Primary School","Government","Female","Division 3","7.0","D02S05P03","nyakatoogo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Nyakatoogo Primary School","Government","Male","Division 4","0.0","D02S05P03","nyakatoogo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Nyakatoogo Primary School","Government","Female","Division 4","4.0","D02S05P03","nyakatoogo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Nyakatoogo Primary School","Government","Male","Division U","4.0","D02S05P03","nyakatoogo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Nyakatoogo Primary School","Government","Female","Division U","8.0","D02S05P03","nyakatoogo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Nyakatoogo Primary School","Government","Male","Division X","0.0","D02S05P03","nyakatoogo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Nyakatoogo Primary School","Government","Female","Division X","1.0","D02S05P03","nyakatoogo-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2023","Isimba Primary School","Government","Male","Division 1","0.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2023","Isimba Primary School","Government","Female","Division 1","0.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2023","Isimba Primary School","Government","Male","Division 2","5.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2023","Isimba Primary School","Government","Female","Division 2","3.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2023","Isimba Primary School","Government","Male","Division 3","2.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2023","Isimba Primary School","Government","Female","Division 3","4.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2023","Isimba Primary School","Government","Male","Division 4","5.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2023","Isimba Primary School","Government","Female","Division 4","2.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2023","Isimba Primary School","Government","Male","Division U","1.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2023","Isimba Primary School","Government","Female","Division U","0.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2023","Isimba Primary School","Government","Male","Division X","0.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2023","Isimba Primary School","Government","Female","Division X","1.0","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2023","St Kizito Murro Primary School","Government","Male","Division 1","0.0","D02S13P02","st-kizito-murro-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2023","St Kizito Murro Primary School","Government","Female","Division 1","0.0","D02S13P02","st-kizito-murro-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2023","St Kizito Murro Primary School","Government","Male","Division 2","9.0","D02S13P02","st-kizito-murro-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2023","St Kizito Murro Primary School","Government","Female","Division 2","4.0","D02S13P02","st-kizito-murro-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2023","St Kizito Murro Primary School","Government","Male","Division 3","5.0","D02S13P02","st-kizito-murro-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2023","St Kizito Murro Primary School","Government","Female","Division 3","3.0","D02S13P02","st-kizito-murro-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2023","St Kizito Murro Primary School","Government","Male","Division 4","3.0","D02S13P02","st-kizito-murro-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2023","St Kizito Murro Primary School","Government","Female","Division 4","1.0","D02S13P02","st-kizito-murro-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2023","St Kizito Murro Primary School","Government","Male","Division U","3.0","D02S13P02","st-kizito-murro-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2023","St Kizito Murro Primary School","Government","Female","Division U","4.0","D02S13P02","st-kizito-murro-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2023","St Kizito Murro Primary School","Government","Male","Division X","0.0","D02S13P02","st-kizito-murro-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2023","St Kizito Murro Primary School","Government","Female","Division X","0.0","D02S13P02","st-kizito-murro-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Kiyuya Primary School","Government","Male","Division 1","1.0","D02S05P03","kiyuya-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Kiyuya Primary School","Government","Female","Division 1","1.0","D02S05P03","kiyuya-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Kiyuya Primary School","Government","Male","Division 2","6.0","D02S05P03","kiyuya-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Kiyuya Primary School","Government","Female","Division 2","6.0","D02S05P03","kiyuya-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Kiyuya Primary School","Government","Male","Division 3","4.0","D02S05P03","kiyuya-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Kiyuya Primary School","Government","Female","Division 3","5.0","D02S05P03","kiyuya-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Kiyuya Primary School","Government","Male","Division 4","3.0","D02S05P03","kiyuya-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Kiyuya Primary School","Government","Female","Division 4","3.0","D02S05P03","kiyuya-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Kiyuya Primary School","Government","Male","Division U","3.0","D02S05P03","kiyuya-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Kiyuya Primary School","Government","Female","Division U","6.0","D02S05P03","kiyuya-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Kiyuya Primary School","Government","Male","Division X","1.0","D02S05P03","kiyuya-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2023","Kiyuya Primary School","Government","Female","Division X","0.0","D02S05P03","kiyuya-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2023","Nyakarongo Primary School","Government","Male","Division 1","0.0","D02S19P03","nyakarongo-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2023","Nyakarongo Primary School","Government","Female","Division 1","0.0","D02S19P03","nyakarongo-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2023","Nyakarongo Primary School","Government","Male","Division 2","6.0","D02S19P03","nyakarongo-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2023","Nyakarongo Primary School","Government","Female","Division 2","4.0","D02S19P03","nyakarongo-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2023","Nyakarongo Primary School","Government","Male","Division 3","11.0","D02S19P03","nyakarongo-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2023","Nyakarongo Primary School","Government","Female","Division 3","8.0","D02S19P03","nyakarongo-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2023","Nyakarongo Primary School","Government","Male","Division 4","0.0","D02S19P03","nyakarongo-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2023","Nyakarongo Primary School","Government","Female","Division 4","5.0","D02S19P03","nyakarongo-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2023","Nyakarongo Primary School","Government","Male","Division U","4.0","D02S19P03","nyakarongo-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2023","Nyakarongo Primary School","Government","Female","Division U","3.0","D02S19P03","nyakarongo-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2023","Nyakarongo Primary School","Government","Male","Division X","0.0","D02S19P03","nyakarongo-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2023","Nyakarongo Primary School","Government","Female","Division X","1.0","D02S19P03","nyakarongo-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2023","Kasongoire Primary School","Government","Male","Division 1","0.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2023","Kasongoire Primary School","Government","Female","Division 1","0.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2023","Kasongoire Primary School","Government","Male","Division 2","2.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2023","Kasongoire Primary School","Government","Female","Division 2","2.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2023","Kasongoire Primary School","Government","Male","Division 3","2.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2023","Kasongoire Primary School","Government","Female","Division 3","4.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2023","Kasongoire Primary School","Government","Male","Division 4","1.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2023","Kasongoire Primary School","Government","Female","Division 4","1.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2023","Kasongoire Primary School","Government","Male","Division U","1.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2023","Kasongoire Primary School","Government","Female","Division U","2.0","D02S22P03","kasongoire-primary-school_masindi"
